"","external_gene_name","description","gene_biotype"
"5883","Sh3bp2","SH3-domain binding protein 2 [Source:MGI Symbol;Acc:MGI:1346349]","protein_coding"
"5884","Zfp961","zinc finger protein 961 [Source:MGI Symbol;Acc:MGI:3583954]","protein_coding"
"5885","Prss8","serine protease 8 (prostasin) [Source:MGI Symbol;Acc:MGI:1923810]","protein_coding"
"5886","Smg9","SMG9 nonsense mediated mRNA decay factor [Source:MGI Symbol;Acc:MGI:1919247]","protein_coding"
"5887","Rbpms","RNA binding protein gene with multiple splicing [Source:MGI Symbol;Acc:MGI:1334446]","protein_coding"
"5888","Pyroxd1","pyridine nucleotide-disulphide oxidoreductase domain 1 [Source:MGI Symbol;Acc:MGI:2676395]","protein_coding"
"5889","Hnf1a","HNF1 homeobox A [Source:MGI Symbol;Acc:MGI:98504]","protein_coding"
"5890","Ccni","cyclin I [Source:MGI Symbol;Acc:MGI:1341077]","protein_coding"
"5891","Ruvbl1","RuvB-like AAA ATPase 1 [Source:MGI Symbol;Acc:MGI:1928760]","protein_coding"
"5892","P3h3","prolyl 3-hydroxylase 3 [Source:MGI Symbol;Acc:MGI:1315208]","protein_coding"
"5893","Rundc3b","RUN domain containing 3B [Source:MGI Symbol;Acc:MGI:2685286]","protein_coding"
"5894","Zfp689","zinc finger protein 689 [Source:MGI Symbol;Acc:MGI:1918381]","protein_coding"
"5895","Crebzf","CREB/ATF bZIP transcription factor [Source:MGI Symbol;Acc:MGI:2675296]","protein_coding"
"5896","Ccp110","centriolar coiled coil protein 110 [Source:MGI Symbol;Acc:MGI:2141942]","protein_coding"
"5897","Plb1","phospholipase B1 [Source:MGI Symbol;Acc:MGI:1922406]","protein_coding"
"5898","Trim6","tripartite motif-containing 6 [Source:MGI Symbol;Acc:MGI:2137352]","protein_coding"
"5899","Tmc4","transmembrane channel-like gene family 4 [Source:MGI Symbol;Acc:MGI:2669035]","protein_coding"
"5900","Acot7","acyl-CoA thioesterase 7 [Source:MGI Symbol;Acc:MGI:1917275]","protein_coding"
"5901","Abhd8","abhydrolase domain containing 8 [Source:MGI Symbol;Acc:MGI:1918946]","protein_coding"
"5902","Psmc2","proteasome (prosome, macropain) 26S subunit, ATPase 2 [Source:MGI Symbol;Acc:MGI:109555]","protein_coding"
"5903","Mcf2l","mcf.2 transforming sequence-like [Source:MGI Symbol;Acc:MGI:103263]","protein_coding"
"5904","Snrpa1","small nuclear ribonucleoprotein polypeptide A' [Source:MGI Symbol;Acc:MGI:1916231]","protein_coding"
"5905","Mrpl35","mitochondrial ribosomal protein L35 [Source:MGI Symbol;Acc:MGI:1913473]","protein_coding"
"5906","Itfg2","integrin alpha FG-GAP repeat containing 2 [Source:MGI Symbol;Acc:MGI:1915450]","protein_coding"
"5907","Pdgfa","platelet derived growth factor, alpha [Source:MGI Symbol;Acc:MGI:97527]","protein_coding"
"5908","Ppfibp2","PTPRF interacting protein, binding protein 2 (liprin beta 2) [Source:MGI Symbol;Acc:MGI:894649]","protein_coding"
"5909","Parp12","poly (ADP-ribose) polymerase family, member 12 [Source:MGI Symbol;Acc:MGI:2143990]","protein_coding"
"5910","Pon3","paraoxonase 3 [Source:MGI Symbol;Acc:MGI:106686]","protein_coding"
"5911","Sdsl","serine dehydratase-like [Source:MGI Symbol;Acc:MGI:2182607]","protein_coding"
"5912","Gpr19","G protein-coupled receptor 19 [Source:MGI Symbol;Acc:MGI:892973]","protein_coding"
"5913","Slc25a33","solute carrier family 25, member 33 [Source:MGI Symbol;Acc:MGI:1917806]","protein_coding"
"5914","Slc26a1","solute carrier family 26 (sulfate transporter), member 1 [Source:MGI Symbol;Acc:MGI:2385894]","protein_coding"
"5915","Lhfpl4","lipoma HMGIC fusion partner-like protein 4 [Source:MGI Symbol;Acc:MGI:3057108]","protein_coding"
"5916","Cftr","cystic fibrosis transmembrane conductance regulator [Source:MGI Symbol;Acc:MGI:88388]","protein_coding"
"5917","Klri2","killer cell lectin-like receptor family I member 2 [Source:MGI Symbol;Acc:MGI:2443965]","protein_coding"
"5918","Ggct","gamma-glutamyl cyclotransferase [Source:MGI Symbol;Acc:MGI:95700]","protein_coding"
"5919","Jagn1","jagunal homolog 1 [Source:MGI Symbol;Acc:MGI:1915017]","protein_coding"
"5920","Pak1","p21 (RAC1) activated kinase 1 [Source:MGI Symbol;Acc:MGI:1339975]","protein_coding"
"5921","Alox5","arachidonate 5-lipoxygenase [Source:MGI Symbol;Acc:MGI:87999]","protein_coding"
"5922","Wdfy3","WD repeat and FYVE domain containing 3 [Source:MGI Symbol;Acc:MGI:1096875]","protein_coding"
"5923","Bet1","Bet1 golgi vesicular membrane trafficking protein [Source:MGI Symbol;Acc:MGI:1343104]","protein_coding"
"5924","Crbn","cereblon [Source:MGI Symbol;Acc:MGI:1913277]","protein_coding"
"5925","Gm3336","predicted gene 3336 [Source:MGI Symbol;Acc:MGI:3781514]","protein_coding"
"5926","Mcph1","microcephaly, primary autosomal recessive 1 [Source:MGI Symbol;Acc:MGI:2443308]","protein_coding"
"5927","M1ap","meiosis 1 associated protein [Source:MGI Symbol;Acc:MGI:1315200]","protein_coding"
"5928","Creld1","cysteine-rich with EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:2152539]","protein_coding"
"5929","Depdc5","DEP domain containing 5 [Source:MGI Symbol;Acc:MGI:2141101]","protein_coding"
"5930","Nmnat1","nicotinamide nucleotide adenylyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913704]","protein_coding"
"5931","Grcc10","gene rich cluster, C10 gene [Source:MGI Symbol;Acc:MGI:1315201]","protein_coding"
"5932","Klrg2","killer cell lectin-like receptor subfamily G, member 2 [Source:MGI Symbol;Acc:MGI:1921503]","protein_coding"
"5933","Prr15","proline rich 15 [Source:MGI Symbol;Acc:MGI:1925254]","protein_coding"
"5934","Nsd3","nuclear receptor binding SET domain protein 3 [Source:MGI Symbol;Acc:MGI:2142581]","protein_coding"
"5935","Nagk","N-acetylglucosamine kinase [Source:MGI Symbol;Acc:MGI:1860418]","protein_coding"
"5936","Zfp566","zinc finger protein 566 [Source:MGI Symbol;Acc:MGI:1919806]","protein_coding"
"5937","Lsr","lipolysis stimulated lipoprotein receptor [Source:MGI Symbol;Acc:MGI:1927471]","protein_coding"
"5938","Fabp1","fatty acid binding protein 1, liver [Source:MGI Symbol;Acc:MGI:95479]","protein_coding"
"5939","Plxna1","plexin A1 [Source:MGI Symbol;Acc:MGI:107685]","protein_coding"
"5940","Dlc1","deleted in liver cancer 1 [Source:MGI Symbol;Acc:MGI:1354949]","protein_coding"
"5941","Vax2","ventral anterior homeobox 2 [Source:MGI Symbol;Acc:MGI:1346018]","protein_coding"
"5942","Tmem86b","transmembrane protein 86B [Source:MGI Symbol;Acc:MGI:1915505]","protein_coding"
"5943","Cacna1c","calcium channel, voltage-dependent, L type, alpha 1C subunit [Source:MGI Symbol;Acc:MGI:103013]","protein_coding"
"5944","Zfp324","zinc finger protein 324 [Source:MGI Symbol;Acc:MGI:2444641]","protein_coding"
"5945","Alpk3","alpha-kinase 3 [Source:MGI Symbol;Acc:MGI:2151224]","protein_coding"
"5946","Il16","interleukin 16 [Source:MGI Symbol;Acc:MGI:1270855]","protein_coding"
"5947","Plpbp","pyridoxal phosphate binding protein [Source:MGI Symbol;Acc:MGI:1891207]","protein_coding"
"5948","Relt","RELT tumor necrosis factor receptor [Source:MGI Symbol;Acc:MGI:2443373]","protein_coding"
"5949","Trim72","tripartite motif-containing 72 [Source:MGI Symbol;Acc:MGI:3612190]","protein_coding"
"5950","Zfp869","zinc finger protein 869 [Source:MGI Symbol;Acc:MGI:1914119]","protein_coding"
"5951","Syngr4","synaptogyrin 4 [Source:MGI Symbol;Acc:MGI:1928903]","protein_coding"
"5952","Irf3","interferon regulatory factor 3 [Source:MGI Symbol;Acc:MGI:1859179]","protein_coding"
"5953","Rps5","ribosomal protein S5 [Source:MGI Symbol;Acc:MGI:1097682]","protein_coding"
"5954","Cfap97","cilia and flagella associated protein 97 [Source:MGI Symbol;Acc:MGI:1914006]","protein_coding"
"5955","Zbtb17","zinc finger and BTB domain containing 17 [Source:MGI Symbol;Acc:MGI:107410]","protein_coding"
"5956","Cnpy4","canopy FGF signaling regulator 4 [Source:MGI Symbol;Acc:MGI:1913705]","protein_coding"
"5957","Ap1m1","adaptor-related protein complex AP-1, mu subunit 1 [Source:MGI Symbol;Acc:MGI:102776]","protein_coding"
"5958","Fchsd2","FCH and double SH3 domains 2 [Source:MGI Symbol;Acc:MGI:2448475]","protein_coding"
"5959","Coro1c","coronin, actin binding protein 1C [Source:MGI Symbol;Acc:MGI:1345964]","protein_coding"
"5960","Rnf216","ring finger protein 216 [Source:MGI Symbol;Acc:MGI:1344349]","protein_coding"
"5961","Gmip","Gem-interacting protein [Source:MGI Symbol;Acc:MGI:1926066]","protein_coding"
"5962","Axl","AXL receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:1347244]","protein_coding"
"5963","Kntc1","kinetochore associated 1 [Source:MGI Symbol;Acc:MGI:2673709]","protein_coding"
"5964","Wdr17","WD repeat domain 17 [Source:MGI Symbol;Acc:MGI:1924662]","protein_coding"
"5965","Mcmbp","minichromosome maintenance complex binding protein [Source:MGI Symbol;Acc:MGI:1920977]","protein_coding"
"5966","Arnt2","aryl hydrocarbon receptor nuclear translocator 2 [Source:MGI Symbol;Acc:MGI:107188]","protein_coding"
"5967","Mlxipl","MLX interacting protein-like [Source:MGI Symbol;Acc:MGI:1927999]","protein_coding"
"5968","Rab30","RAB30, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1923235]","protein_coding"
"5969","Mrfap1","Morf4 family associated protein 1 [Source:MGI Symbol;Acc:MGI:1914818]","protein_coding"
"5970","Gtf2h3","general transcription factor IIH, polypeptide 3 [Source:MGI Symbol;Acc:MGI:1277143]","protein_coding"
"5971","Fgd5","FYVE, RhoGEF and PH domain containing 5 [Source:MGI Symbol;Acc:MGI:2443369]","protein_coding"
"5972","Fam53b","family with sequence similarity 53, member B [Source:MGI Symbol;Acc:MGI:1925188]","protein_coding"
"5973","Tlr3","toll-like receptor 3 [Source:MGI Symbol;Acc:MGI:2156367]","protein_coding"
"5974","Spr","sepiapterin reductase [Source:MGI Symbol;Acc:MGI:103078]","protein_coding"
"5975","Atxn2l","ataxin 2-like [Source:MGI Symbol;Acc:MGI:2446242]","protein_coding"
"5976","Frmd4b","FERM domain containing 4B [Source:MGI Symbol;Acc:MGI:2141794]","protein_coding"
"5977","Gpat3","glycerol-3-phosphate acyltransferase 3 [Source:MGI Symbol;Acc:MGI:3603816]","protein_coding"
"5978","Vps36","vacuolar protein sorting 36 [Source:MGI Symbol;Acc:MGI:1917410]","protein_coding"
"5979","Bud23","BUD23, rRNA methyltransferase and ribosome maturation factor [Source:MGI Symbol;Acc:MGI:1913388]","protein_coding"
"5980","Inpp4b","inositol polyphosphate-4-phosphatase, type II [Source:MGI Symbol;Acc:MGI:2158925]","protein_coding"
"5981","Lrrc27","leucine rich repeat containing 27 [Source:MGI Symbol;Acc:MGI:1923862]","protein_coding"
"5982","Capn5","calpain 5 [Source:MGI Symbol;Acc:MGI:1100859]","protein_coding"
"5983","Capza2","capping actin protein of muscle Z-line subunit alpha 2 [Source:MGI Symbol;Acc:MGI:106222]","protein_coding"
"5984","Dda1","DET1 and DDB1 associated 1 [Source:MGI Symbol;Acc:MGI:1913748]","protein_coding"
"5985","Rbm47","RNA binding motif protein 47 [Source:MGI Symbol;Acc:MGI:2384294]","protein_coding"
"5986","Lpl","lipoprotein lipase [Source:MGI Symbol;Acc:MGI:96820]","protein_coding"
"5987","Vwa1","von Willebrand factor A domain containing 1 [Source:MGI Symbol;Acc:MGI:2179729]","protein_coding"
"5988","Mphosph9","M-phase phosphoprotein 9 [Source:MGI Symbol;Acc:MGI:2443138]","protein_coding"
"5989","Eogt","EGF domain specific O-linked N-acetylglucosamine transferase [Source:MGI Symbol;Acc:MGI:2141669]","protein_coding"
"5990","Ctsd","cathepsin D [Source:MGI Symbol;Acc:MGI:88562]","protein_coding"
"5991","Rfc1","replication factor C (activator 1) 1 [Source:MGI Symbol;Acc:MGI:97891]","protein_coding"
"5992","Zfp637","zinc finger protein 637 [Source:MGI Symbol;Acc:MGI:2448537]","protein_coding"
"5993","Clec2g","C-type lectin domain family 2, member g [Source:MGI Symbol;Acc:MGI:1918059]","protein_coding"
"5994","Cav2","caveolin 2 [Source:MGI Symbol;Acc:MGI:107571]","protein_coding"
"5995","Washc2","WASH complex subunit 2 [Source:MGI Symbol;Acc:MGI:106463]","protein_coding"
"5996","Chst8","carbohydrate sulfotransferase 8 [Source:MGI Symbol;Acc:MGI:1916197]","protein_coding"
"5997","Nr1h2","nuclear receptor subfamily 1, group H, member 2 [Source:MGI Symbol;Acc:MGI:1352463]","protein_coding"
"5998","Wdr86","WD repeat domain 86 [Source:MGI Symbol;Acc:MGI:1915466]","protein_coding"
"5999","Sbds","SBDS ribosome maturation factor [Source:MGI Symbol;Acc:MGI:1913961]","protein_coding"
"6000","Capns1","calpain, small subunit 1 [Source:MGI Symbol;Acc:MGI:88266]","protein_coding"
"6001","Plpp5","phospholipid phosphatase 5 [Source:MGI Symbol;Acc:MGI:1919160]","protein_coding"
"6002","Oasl2","2'-5' oligoadenylate synthetase-like 2 [Source:MGI Symbol;Acc:MGI:1344390]","protein_coding"
"6003","Ifitm3","interferon induced transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:1913391]","protein_coding"
"6004","Lysmd4","LysM, putative peptidoglycan-binding, domain containing 4 [Source:MGI Symbol;Acc:MGI:1922349]","protein_coding"
"6005","Fam216a","family with sequence similarity 216, member A [Source:MGI Symbol;Acc:MGI:1916198]","protein_coding"
"6006","Snrnp35","small nuclear ribonucleoprotein 35 (U11/U12) [Source:MGI Symbol;Acc:MGI:1923417]","protein_coding"
"6007","Apoc2","apolipoprotein C2 [Source:MGI Symbol;Acc:MGI:88054]","protein_coding"
"6008","Nudt1","nudix hydrolase 1 [Source:MGI Symbol;Acc:MGI:109280]","protein_coding"
"6009","Lmtk3","lemur tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:3039582]","protein_coding"
"6010","Prkrip1","Prkr interacting protein 1 (IL11 inducible) [Source:MGI Symbol;Acc:MGI:1914051]","protein_coding"
"6011","1700067K01Rik","RIKEN cDNA 1700067K01 gene [Source:MGI Symbol;Acc:MGI:1920703]","protein_coding"
"6012","Unc119b","unc-119 lipid binding chaperone B [Source:MGI Symbol;Acc:MGI:2147162]","protein_coding"
"6013","Psph","phosphoserine phosphatase [Source:MGI Symbol;Acc:MGI:97788]","protein_coding"
"6014","Nkg7","natural killer cell group 7 sequence [Source:MGI Symbol;Acc:MGI:1931250]","protein_coding"
"6015","Zfp383","zinc finger protein 383 [Source:MGI Symbol;Acc:MGI:1920979]","protein_coding"
"6016","Mterf1b","mitochondrial transcription termination factor 1b [Source:MGI Symbol;Acc:MGI:3704243]","protein_coding"
"6017","Tmco4","transmembrane and coiled-coil domains 4 [Source:MGI Symbol;Acc:MGI:1924306]","protein_coding"
"6018","Rcc1l","reculator of chromosome condensation 1 like [Source:MGI Symbol;Acc:MGI:2137600]","protein_coding"
"6019","Zfp329","zinc finger protein 329 [Source:MGI Symbol;Acc:MGI:1921283]","protein_coding"
"6020","Zfp715","zinc finger protein 715 [Source:MGI Symbol;Acc:MGI:1917180]","protein_coding"
"6021","Lsm6","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:MGI Symbol;Acc:MGI:1925901]","protein_coding"
"6022","Iqgap1","IQ motif containing GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:1352757]","protein_coding"
"6023","Zswim4","zinc finger SWIM-type containing 4 [Source:MGI Symbol;Acc:MGI:2443726]","protein_coding"
"6024","Dpp6","dipeptidylpeptidase 6 [Source:MGI Symbol;Acc:MGI:94921]","protein_coding"
"6025","Zfp958","zinc finger protein 958 [Source:MGI Symbol;Acc:MGI:2385298]","protein_coding"
"6026","Mical3","microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:MGI Symbol;Acc:MGI:2442733]","protein_coding"
"6027","Slc10a7","solute carrier family 10 (sodium/bile acid cotransporter family), member 7 [Source:MGI Symbol;Acc:MGI:1924025]","protein_coding"
"6028","Atg16l2","autophagy related 16 like 2 [Source:MGI Symbol;Acc:MGI:1920933]","protein_coding"
"6029","Mpv17","MpV17 mitochondrial inner membrane protein [Source:MGI Symbol;Acc:MGI:97138]","protein_coding"
"6030","Slc27a1","solute carrier family 27 (fatty acid transporter), member 1 [Source:MGI Symbol;Acc:MGI:1347098]","protein_coding"
"6031","Mrps11","mitochondrial ribosomal protein S11 [Source:MGI Symbol;Acc:MGI:1915244]","protein_coding"
"6032","Nsd2","nuclear receptor binding SET domain protein 2 [Source:MGI Symbol;Acc:MGI:1276574]","protein_coding"
"6033","Cd69","CD69 antigen [Source:MGI Symbol;Acc:MGI:88343]","protein_coding"
"6034","Tjp1","tight junction protein 1 [Source:MGI Symbol;Acc:MGI:98759]","protein_coding"
"6035","Rasgef1a","RasGEF domain family, member 1A [Source:MGI Symbol;Acc:MGI:1917977]","protein_coding"
"6036","Casp9","caspase 9 [Source:MGI Symbol;Acc:MGI:1277950]","protein_coding"
"6037","Ints11","integrator complex subunit 11 [Source:MGI Symbol;Acc:MGI:1919207]","protein_coding"
"6038","Clptm1","cleft lip and palate associated transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1927155]","protein_coding"
"6039","Fiz1","Flt3 interacting zinc finger protein 1 [Source:MGI Symbol;Acc:MGI:1344336]","protein_coding"
"6040","Cecr2","CECR2, histone acetyl-lysine reader [Source:MGI Symbol;Acc:MGI:1923799]","protein_coding"
"6041","Itpkc","inositol 1,4,5-trisphosphate 3-kinase C [Source:MGI Symbol;Acc:MGI:2442554]","protein_coding"
"6042","Zfp282","zinc finger protein 282 [Source:MGI Symbol;Acc:MGI:2141413]","protein_coding"
"6043","Gm21411","predicted gene, 21411 [Source:MGI Symbol;Acc:MGI:5434766]","protein_coding"
"6044","Hes5","hes family bHLH transcription factor 5 [Source:MGI Symbol;Acc:MGI:104876]","protein_coding"
"6045","Hipk2","homeodomain interacting protein kinase 2 [Source:MGI Symbol;Acc:MGI:1314872]","protein_coding"
"6046","Sytl2","synaptotagmin-like 2 [Source:MGI Symbol;Acc:MGI:1933366]","protein_coding"
"6047","Akr7a5","aldo-keto reductase family 7, member A5 [Source:MGI Symbol;Acc:MGI:107796]","protein_coding"
"6048","Mrps35","mitochondrial ribosomal protein S35 [Source:MGI Symbol;Acc:MGI:2385255]","protein_coding"
"6049","Tmem120b","transmembrane protein 120B [Source:MGI Symbol;Acc:MGI:3603158]","protein_coding"
"6050","Cfap74","cilia and flagella associated protein 74 [Source:MGI Symbol;Acc:MGI:1917130]","protein_coding"
"6051","Bag3","BCL2-associated athanogene 3 [Source:MGI Symbol;Acc:MGI:1352493]","protein_coding"
"6052","Rps13","ribosomal protein S13 [Source:MGI Symbol;Acc:MGI:1915302]","protein_coding"
"6053","Angptl7","angiopoietin-like 7 [Source:MGI Symbol;Acc:MGI:3605801]","protein_coding"
"6054","Anapc15","anaphase promoting complex C subunit 15 [Source:MGI Symbol;Acc:MGI:1922680]","protein_coding"
"6055","Grsf1","G-rich RNA sequence binding factor 1 [Source:MGI Symbol;Acc:MGI:106479]","protein_coding"
"6056","Hnrnpf","heterogeneous nuclear ribonucleoprotein F [Source:MGI Symbol;Acc:MGI:2138741]","protein_coding"
"6057","Micu3","mitochondrial calcium uptake family, member 3 [Source:MGI Symbol;Acc:MGI:1925756]","protein_coding"
"6058","Emp3","epithelial membrane protein 3 [Source:MGI Symbol;Acc:MGI:1098729]","protein_coding"
"6059","Clec2d","C-type lectin domain family 2, member d [Source:MGI Symbol;Acc:MGI:2135589]","protein_coding"
"6060","Dhdh","dihydrodiol dehydrogenase [Source:MGI Symbol;Acc:MGI:1919005]","protein_coding"
"6061","Kdm2b","lysine (K)-specific demethylase 2B [Source:MGI Symbol;Acc:MGI:1354737]","protein_coding"
"6062","Ankrd26","ankyrin repeat domain 26 [Source:MGI Symbol;Acc:MGI:1917887]","protein_coding"
"6063","Zfp784","zinc finger protein 784 [Source:MGI Symbol;Acc:MGI:3606042]","protein_coding"
"6064","2200002D01Rik","RIKEN cDNA 2200002D01 gene [Source:MGI Symbol;Acc:MGI:1919525]","protein_coding"
